,company_id,company_name,last_year_of_employment,location,job_type,job_level,department,job_title,equal_opportunity,leadership_female_representation,women_management_opportunities,maternity_adoptive_leave,family_growth_support,paid_time_off,flexible_work_hours,ability_to_telecommute,salary_satisfaction,sponsorship_or_mentorship_program,learning_opportunities,wellness_initiatives,employer_responsiveness,people_you_work_with,social_activities_environment,overall_satisfaction,asked_pay_raise_last_12_months,think_pt_buiz_doing_enough_to_address_gender_pay_gap,think_gov_doing_enough_to_address_gender_pay_gap,confidence_in_ability_to_negotiate_salary,sex_orientation,gender,marital_status,children,education,salary,opportunity,family,schedule_flex,enrichment,culture
90,90,Impresa,2013,Lisboa,Internship,Senior-Level,Design,Debt Collector,1.6339773029149214,10,5,3.0,5,3.0,4.0,6,1.0,7,3.0,4.0,5,2.0,9,4.59,1,1,1,3.0,Gay/Lesbian,Male,1,0,0,14104.76,5.54,4.0,4.33,3.75,5.33
91,91,SIC,2020,Faro,Internship,Senior-Level,Human Resources,Information Security Analyst,2.1658174013878857,7,5,3.0,8,4.0,2.0,5,4.0,7,3.0,4.0,3,2.0,7,4.48,2,0,0,2.0,Gay/Lesbian,Female,1,1,2,10372.66,4.72,5.5,3.67,4.5,4.0
92,92,Bial,2003,Braga,Part-time,Senior-Level,Customer Service,Auto Mechanic,2.328799490047426,7,4,4.0,5,2.0,2.0,5,4.0,5,2.0,4.0,6,2.0,3,3.87,2,0,1,3.0,Heterosexual,Other,0,1,1,27987.11,4.44,4.5,3.0,3.75,3.67
93,93,Unicer Brewery,2020,Beja,Part-time,Executive,Engineering,Accounting Manager,3.7637885913761764,6,5,2.0,6,3.0,3.0,5,2.0,5,2.0,2.0,5,2.0,7,4.0,2,0,1,2.0,Heterosexual,Female,1,1,1,18624.99,4.92,4.0,3.67,2.75,4.67
94,94,Sonae,2020,Guarda,Part-time,Executive,Sales,SalesForce Developer,3.612619827448602,3,6,1.0,6,2.0,3.0,6,2.0,5,5.0,2.0,9,1.0,6,4.04,2,1,0,4.0,Heterosexual,Male,1,0,2,33101.38,4.2,3.5,3.67,3.5,5.33
95,95,Bial,2020,Bragança,Contract,Mid-Level,Tech,Lab Technician,3.8365328960451657,6,7,4.0,7,2.0,3.0,7,2.0,7,2.0,2.0,3,4.0,5,4.47,1,0,0,3.0,Bisexual,Male,0,0,1,27679.21,5.61,5.5,4.0,3.25,4.0
96,96,Altri,2019,Portalegre,Contract,Early Career,Communications,Laborer,2.0471257342748066,3,7,4.0,6,5.0,3.0,5,4.0,6,3.0,3.0,6,2.0,7,4.47,0,1,0,2.0,Other,Other,1,1,2,10905.07,4.02,5.0,4.33,4.0,5.0
97,97,SAPO,2020,Coimbra,Full-time,Senior-Level,Legal,Journalist,3.7380931898199727,6,4,0.0,5,3.0,3.0,4,3.0,7,2.0,1.0,9,2.0,8,4.0,0,0,1,3.0,Gay/Lesbian,Female,1,0,2,21208.66,4.58,2.5,3.33,3.25,6.33
98,98,Novo Banco,2019,Viana do Castelo,Part-time,Executive,Business Intelligence,Junior Accountant,1.5327141736546401,7,7,4.0,6,2.0,2.0,9,3.0,5,4.0,4.0,10,5.0,6,5.1,0,0,1,3.0,Bisexual,Female,0,1,1,22232.8,5.18,5.0,4.33,4.0,7.0
99,99,Uniplaces,2020,Faro,Contract,Executive,Other,Pharmacy Technician,2.950754503670464,5,4,1.0,6,4.0,2.0,7,3.0,5,3.0,2.0,4,2.0,6,3.81,1,0,0,2.0,Heterosexual,Male,0,1,1,5512.27,3.98,3.5,4.33,3.25,4.0
100,100,Simoldes,2020,Porto,Temporary,Early Career,Marketing,Physician,1.5812807028345255,4,9,4.0,5,3.0,3.0,3,4.0,4,2.0,3.0,5,2.0,5,3.92,0,0,1,4.0,Gay/Lesbian,Male,0,1,0,15040.93,4.86,4.5,3.0,3.25,4.0
101,101,Visabeira,2004,Porto,Full-time,Executive,Customer Service,Compliance Officer,2.9478266447028774,5,4,4.0,6,2.0,3.0,4,3.0,4,3.0,4.0,3,3.0,6,3.9,1,1,0,1.0,Gay/Lesbian,Non-Binary,1,0,1,28342.45,3.98,5.0,3.0,3.5,4.0
102,102,Visabeira,2020,Viseu,Temporary,Early Career,Engineering,Computer Technician,2.9227945298539733,6,6,2.0,6,2.0,2.0,4,2.0,7,1.0,1.0,7,3.0,9,4.14,1,1,0,2.0,Other,Female,1,0,2,12344.67,4.97,4.0,2.67,2.75,6.33
103,103,Ciberbit,2019,Vila Real,Internship,Early Career,Engineering,Business Development Executive,3.963301464222684,6,6,4.0,4,2.0,3.0,7,3.0,8,4.0,3.0,5,2.0,6,4.43,0,0,0,3.0,Gay/Lesbian,Non-Binary,0,1,1,13676.76,5.32,4.0,4.0,4.5,4.33
104,104,Uniplaces,2017,Guarda,Other,Early Career,Business Development,Administrative Assistant,4.245918721356021,5,8,0.0,8,5.0,3.0,9,2.0,5,3.0,1.0,4,3.0,5,4.43,1,1,0,4.0,Heterosexual,Female,1,0,2,21777.25,5.75,4.0,5.67,2.75,4.0
105,105,Porto Editora,2014,Guarda,Internship,Early Career,Business Development,Pharmacy Technician,2.873160686238204,9,6,4.0,3,2.0,4.0,4,5.0,4,3.0,3.0,6,4.0,5,4.31,1,0,0,4.0,Heterosexual,Female,1,0,1,21055.03,5.96,3.5,3.33,3.75,5.0
106,106,Conservas Ramirez,2006,Coimbra,Temporary,Executive,Admin,Financial Analyst,3.525112702254447,7,8,3.0,4,2.0,2.0,9,5.0,11,4.0,3.0,7,3.0,8,5.15,1,1,0,3.0,Other,Male,0,0,0,28661.59,6.18,3.5,4.33,5.75,6.0
107,107,Biotecnol,2020,Madeira,Other,Early Career,Design,Software Architect,0.8364204751363795,9,5,4.0,4,3.0,1.0,6,5.0,5,3.0,4.0,6,3.0,11,4.64,1,1,1,2.0,Gay/Lesbian,Male,1,1,0,11338.18,4.95,4.0,3.33,4.25,6.67
108,108,SAPO,2004,Castelo Branco,Part-time,Mid-Level,Production,Valet,1.8050935008837283,5,12,4.0,7,2.0,3.0,5,2.0,6,4.0,2.0,8,2.0,5,4.72,1,0,0,2.0,Heterosexual,Female,1,1,0,15030.49,6.27,5.5,3.33,3.5,5.0
109,109,Ironhack,2020,Madeira,Part-time,Mid-Level,Research & Development,Police Officer,3.197837316701008,5,7,2.0,6,1.0,4.0,4,3.0,5,2.0,2.0,5,2.0,5,3.81,1,0,1,4.0,Heterosexual,Female,1,1,2,23460.16,5.07,4.0,3.0,3.0,4.0
110,110,Ironhack,2020,Aveiro,Full-time,Executive,Business Development,Flight Attendant,2.2166232300513236,4,8,3.0,4,3.0,3.0,5,4.0,6,3.0,4.0,4,3.0,9,4.3,0,0,0,3.0,Gay/Lesbian,Female,1,1,2,30392.23,4.74,3.5,3.67,4.25,5.33
111,111,Sonae,2020,Faro,Contract,Early Career,Tech,Video Editor,0.4341441822586467,13,8,3.0,5,2.0,3.0,5,2.0,7,2.0,3.0,6,3.0,6,4.59,0,1,1,5.0,Heterosexual,Female,0,1,2,17727.71,7.14,4.0,3.33,3.5,5.0
112,112,"CTT Correios de Portugal, S.A. (CTT)",2020,Viana do Castelo,Full-time,Mid-Level,Accounting & Finance,Ramp Agent,3.374383238232613,6,7,1.0,6,1.0,4.0,7,5.0,5,3.0,3.0,9,1.0,5,4.39,0,1,0,2.0,Heterosexual,Male,1,0,2,15166.9,5.46,3.5,4.0,4.0,5.0
113,113,Montepio,2020,Beja,Temporary,Early Career,Other,Net Developer,0.447730751904579,7,5,4.0,4,3.0,2.0,6,3.0,4,4.0,3.0,4,3.0,5,3.86,2,0,1,4.0,Heterosexual,Male,1,0,2,16309.54,4.15,4.0,3.67,3.5,4.0
114,114,Tranquilidade,2020,Setúbal,Internship,Senior-Level,Production,Internist,4.209150374229011,7,6,3.0,8,4.0,3.0,3,5.0,7,3.0,3.0,5,2.0,8,4.81,0,1,1,2.0,Heterosexual,Male,1,0,1,21197.36,5.74,5.5,3.33,4.5,5.0
115,115,Lactogal,2011,Bragança,Part-time,Executive,Communications,Practice Manager,3.5881669617792977,5,5,4.0,9,4.0,3.0,4,2.0,8,2.0,2.0,7,4.0,4,4.64,1,1,0,3.0,Gay/Lesbian,Female,0,1,2,31160.38,4.53,6.5,3.67,3.5,5.0
116,116,Sonae Indústria,2011,Setúbal,Temporary,Mid-Level,Other,Forensic Scientist,3.3813303778069663,5,5,3.0,4,2.0,3.0,7,2.0,9,3.0,3.0,6,4.0,7,4.38,1,1,0,4.0,Heterosexual,Male,1,1,0,25229.94,4.46,3.5,4.0,4.25,5.67
117,117,Vista Alegre,2020,Guarda,Internship,Early Career,Research & Development,Maintenance Assistant,4.047780187890746,5,7,4.0,7,4.0,4.0,6,4.0,7,3.0,2.0,6,3.0,4,4.77,1,1,1,2.0,Heterosexual,Non-Binary,1,0,2,31004.72,5.35,5.5,4.67,4.0,4.33
118,118,Vista Alegre,2020,Guarda,Internship,Mid-Level,Legal,Auditor,3.3090429251472777,4,6,3.0,6,4.0,4.0,4,3.0,5,2.0,4.0,8,2.0,6,4.35,2,0,0,4.0,Heterosexual,Male,0,1,0,24228.73,4.44,4.5,4.0,3.5,5.33
119,119,Delta Cafés,2020,Coimbra,Temporary,Senior-Level,Human Resources,Customer Success Manager,2.8638035845451384,4,5,3.0,5,3.0,2.0,6,3.0,3,4.0,4.0,4,5.0,6,4.02,0,1,1,3.0,Gay/Lesbian,Male,1,0,1,14953.01,3.95,4.0,3.67,3.5,5.0
120,120,Cofina,2000,Braga,Temporary,Executive,Research & Development,Copy Editor,4.327562843033981,6,4,1.0,8,3.0,4.0,5,4.0,7,5.0,1.0,4,2.0,9,4.51,0,1,0,3.0,Heterosexual,Male,1,0,2,17267.25,4.78,4.5,4.0,4.25,5.0
121,121,Critical Software,2007,Porto,Full-time,Mid-Level,Engineering,Charge Nurse,3.569078602744037,7,7,4.0,4,3.0,3.0,6,1.0,8,4.0,2.0,7,2.0,5,4.46,2,0,1,4.0,Gay/Lesbian,Male,1,1,0,0.0,5.86,4.0,4.0,3.75,4.67
122,122,Impresa,2014,Braga,Internship,Early Career,Design,Accounting Manager,3.413797744631452,7,5,2.0,7,5.0,2.0,9,3.0,6,2.0,3.0,5,2.0,7,4.63,0,0,0,3.0,Heterosexual,Male,0,1,0,9170.21,5.14,4.5,5.33,3.5,4.67
123,123,"CTT Correios de Portugal, S.A. (CTT)",2004,Castelo Branco,Contract,Senior-Level,Business Development,Radiology Technician,3.327606087867365,7,6,4.0,5,2.0,2.0,7,3.0,5,2.0,2.0,7,4.0,6,4.46,2,1,1,3.0,Bisexual,Female,0,1,2,23325.99,5.44,4.5,3.67,3.0,5.67
124,124,Biotecnol,2020,Évora,Contract,Executive,Customer Service,Music Teacher,3.157261342806037,6,5,3.0,5,4.0,2.0,5,3.0,7,3.0,2.0,3,3.0,5,3.96,1,1,0,1.0,Heterosexual,Other,1,1,2,19307.73,4.72,4.0,3.67,3.75,3.67
125,125,Caixa Geral de Depósitos,2020,Madeira,Other,Senior-Level,Marketing,Real Estate Agent,0.0,8,8,2.0,5,3.0,4.0,9,2.0,6,2.0,3.0,5,2.0,6,4.35,2,1,0,3.0,Other,Female,0,0,0,8781.29,5.33,3.5,5.33,3.25,4.33
126,126,Delta Cafés,2005,Lisboa,Contract,Executive,Business Intelligence,Receiver,4.686930706103359,6,6,2.0,6,4.0,3.0,7,3.0,4,3.0,2.0,3,4.0,6,4.31,0,0,0,4.0,Other,Female,0,0,0,36993.45,5.56,4.0,4.67,3.0,4.33
127,127,Visabeira,2020,Viseu,Temporary,Early Career,Accounting & Finance,Publicist,2.9878067195057434,5,6,4.0,7,3.0,3.0,6,4.0,8,3.0,2.0,5,5.0,7,4.82,2,0,1,3.0,Heterosexual,Other,0,0,1,31522.78,4.66,5.5,4.0,4.25,5.67
128,128,Sovena Group,2020,Leiria,Temporary,Senior-Level,Marketing,Cost Accountant,2.39624056206407,7,6,4.0,4,3.0,3.0,6,3.0,3,3.0,2.0,7,3.0,4,4.11,2,0,0,4.0,Gay/Lesbian,Other,1,1,2,17138.34,5.13,4.0,4.0,2.75,4.67
129,129,Sonae,2020,Bragança,Contract,Executive,Customer Service,Automotive Technician,4.802317599919083,8,6,3.0,8,3.0,1.0,5,2.0,7,1.0,2.0,7,4.0,6,4.69,1,0,1,2.0,Gay/Lesbian,Male,1,1,0,16672.79,6.27,5.5,3.0,3.0,5.67
130,130,Iberomoldes,2001,Portalegre,Other,Early Career,Management,MDS Coordinator,3.047832931715532,3,4,5.0,6,1.0,2.0,7,2.0,5,2.0,1.0,4,4.0,5,3.8,1,0,1,4.0,Heterosexual,Female,0,0,1,25833.81,3.35,5.5,3.33,2.5,4.33
131,131,Uniplaces,2006,Braga,Contract,Early Career,Research & Development,Health Administrator,2.6715780935707056,4,7,2.0,7,5.0,1.0,6,3.0,4,2.0,3.0,3,4.0,5,4.01,2,1,0,4.0,Heterosexual,Non-Binary,0,0,1,18802.16,4.56,4.5,4.0,3.0,4.0
132,132,Tabaqueira,2020,Portalegre,Other,Early Career,Customer Service,Portfolio Manager,2.701618001315258,4,6,4.0,7,3.0,3.0,6,4.0,9,3.0,2.0,6,2.0,7,4.65,0,0,1,4.0,Heterosexual,Female,0,0,1,18629.78,4.23,5.5,4.0,4.5,5.0
133,133,Delta Cafés,2020,Bragança,Full-time,Executive,Admin,Field Service Technician,3.348241094270061,5,8,3.0,7,3.0,5.0,3,3.0,6,3.0,4.0,8,5.0,5,4.82,0,0,0,4.0,Other,Female,0,0,1,13509.96,5.45,5.0,3.67,4.0,6.0
134,134,Energias de Portugal (EDP),2020,Évora,Other,Senior-Level,Human Resources,Biologist,3.73053027214248,7,5,3.0,5,0.0,2.0,7,4.0,4,4.0,2.0,5,3.0,6,4.08,1,0,1,4.0,Heterosexual,Female,0,0,0,22803.12,5.24,4.0,3.0,3.5,4.67
135,135,Media Capital,2007,Coimbra,Contract,Executive,Marketing,DevOps Engineer,3.0111546091316366,7,5,3.0,4,3.0,2.0,3,2.0,6,2.0,4.0,5,5.0,8,4.13,0,0,0,2.0,Heterosexual,Male,1,1,2,30421.45,5.0,3.5,2.67,3.5,6.0
136,136,Ciberbit,2020,Leiria,Full-time,Executive,Legal,Business Administrator,3.5400789204037464,6,5,3.0,5,3.0,3.0,5,3.0,6,3.0,0.0,7,3.0,6,4.17,0,0,0,3.0,Gay/Lesbian,Male,0,1,0,18850.83,4.85,4.0,3.67,3.0,5.33
137,137,Novabase,2020,Vila Real,Full-time,Early Career,Other,Dentist,3.7822178508195003,6,7,4.0,4,2.0,5.0,5,1.0,7,4.0,4.0,6,3.0,5,4.45,2,1,1,4.0,Heterosexual,Female,0,0,2,15141.67,5.59,4.0,4.0,4.0,4.67
138,138,Rádio e Televisão de Portugal,2020,Beja,Full-time,Senior-Level,Design,Geologist,3.253585696301637,7,10,2.0,4,4.0,4.0,7,3.0,6,2.0,4.0,7,3.0,5,4.7,2,1,1,1.0,Heterosexual,Male,0,0,2,16489.76,6.75,3.0,5.0,3.75,5.0
139,139,Medinfar,2020,Beja,Full-time,Early Career,Marketing,Corporate Recruiter,0.7030831909448074,5,5,2.0,6,4.0,1.0,6,3.0,5,3.0,3.0,5,3.0,4,3.75,2,0,1,2.0,Bisexual,Female,0,0,0,23107.14,3.57,4.0,3.67,3.5,4.0
140,140,Media Capital,2013,Madeira,Contract,Early Career,Engineering,Clinical Coordinator,2.7288598675299967,6,9,4.0,7,4.0,3.0,6,2.0,9,5.0,4.0,7,3.0,4,5.08,2,0,0,2.0,Other,Female,1,0,1,18731.43,5.91,5.5,4.33,5.0,4.67
141,141,Critical Software,2000,Açores,Full-time,Senior-Level,Production,Energy Consultant,2.41461297157833,7,6,2.0,5,2.0,3.0,4,3.0,4,5.0,3.0,7,3.0,8,4.28,0,1,0,1.0,Bisexual,Male,1,0,1,347.26,5.14,3.5,3.0,3.75,6.0
142,142,Martifer,2009,Bragança,Part-time,Senior-Level,IT,Design Engineer,2.2309388208367142,9,9,3.0,6,3.0,5.0,9,3.0,6,1.0,4.0,8,2.0,7,5.22,1,0,1,2.0,Gay/Lesbian,Female,1,1,1,20752.55,6.74,4.5,5.67,3.5,5.67
143,143,Carris,2020,Coimbra,Part-time,Executive,Product,Home Health Aide,2.310718588004744,8,5,3.0,5,3.0,4.0,7,4.0,7,4.0,3.0,8,5.0,8,5.05,1,1,0,3.0,Heterosexual,Female,0,1,2,25491.57,5.1,4.0,4.67,4.5,7.0
144,144,EFACEC,2020,Faro,Other,Early Career,Tech,Fashion Designer,1.2929127149806774,7,6,3.0,5,4.0,4.0,7,4.0,8,3.0,2.0,4,3.0,4,4.34,0,1,1,2.0,Heterosexual,Male,1,1,1,13301.27,4.76,4.0,5.0,4.25,3.67
145,145,Visabeira,2020,Leiria,Internship,Early Career,Tech,Usher,3.8202047046726473,4,4,4.0,7,5.0,4.0,4,4.0,3,2.0,4.0,7,3.0,9,4.67,1,1,0,3.0,Heterosexual,Female,0,1,2,33800.46,3.94,5.5,4.33,3.25,6.33
146,146,CMS-Helmets,2020,Porto,Temporary,Senior-Level,Marketing,Correctional Officer,3.0618420722006796,5,5,4.0,6,2.0,3.0,8,2.0,4,3.0,4.0,5,3.0,6,4.32,1,0,0,3.0,Heterosexual,Male,0,0,1,14808.06,4.35,5.0,4.33,3.25,4.67
147,147,Corticeira Amorim,2020,Santarém,Contract,Executive,Management,Accounting Assistant,3.6867512689618476,7,6,3.0,8,3.0,3.0,7,2.0,6,4.0,2.0,5,4.0,7,4.84,2,1,1,3.0,Heterosexual,Female,1,0,2,33329.35,5.56,5.5,4.33,3.5,5.33
148,148,SIC,2000,Aveiro,Contract,Mid-Level,Accounting & Finance,IT Manager,0.0,5,5,4.0,10,2.0,5.0,9,5.0,4,3.0,4.0,8,3.0,6,5.07,0,1,0,4.0,Heterosexual,Female,0,1,2,30331.65,3.33,7.0,5.33,4.0,5.67
149,149,Tupam editores,2011,Braga,Part-time,Executive,IT,Massage Therapist,2.355984911392616,7,8,2.0,5,1.0,2.0,6,3.0,5,3.0,4.0,6,1.0,5,4.01,0,1,1,1.0,Heterosexual,Female,1,0,0,12190.41,5.79,3.5,3.0,3.75,4.0
150,150,Critical Software,2003,Viseu,Part-time,Executive,IT,IT Director,4.321031073443648,7,4,3.0,8,2.0,3.0,4,3.0,8,3.0,2.0,5,3.0,6,4.46,2,1,0,3.0,Gay/Lesbian,Male,0,0,1,1653.51,5.11,5.5,3.0,4.0,4.67
151,151,Move Interactive,2020,Santarém,Full-time,Senior-Level,Customer Service,Tax Preparer,3.129932040622614,6,6,3.0,5,4.0,4.0,9,4.0,5,3.0,4.0,4,3.0,5,4.54,1,0,0,4.0,Heterosexual,Female,0,0,0,12870.51,5.04,4.0,5.67,4.0,4.0
152,152,Fábrica Nacional de Munições de Armas Ligeiras,2020,Viseu,Full-time,Executive,Management,Benefits Coordinator,3.1035384508753614,7,5,3.0,5,3.0,3.0,3,3.0,4,5.0,0.0,7,2.0,10,4.27,2,1,0,5.0,Heterosexual,Male,1,1,1,30386.41,5.03,4.0,3.0,3.0,6.33
153,153,Pingo Doce,2014,Leiria,Temporary,Executive,Legal,Director Of Operations,1.262438098581529,6,4,4.0,12,4.0,3.0,8,2.0,5,4.0,4.0,5,2.0,6,4.97,1,0,0,3.0,Gay/Lesbian,Male,1,0,0,6983.02,3.75,8.0,5.0,3.75,4.33
154,154,Redes Energéticas Nacionais (REN),2019,Porto,Temporary,Mid-Level,Operations,Handyman,2.935439727326603,7,9,4.0,5,3.0,2.0,6,4.0,4,3.0,3.0,5,1.0,7,4.46,2,0,0,3.0,Heterosexual,Non-Binary,0,0,2,25286.9,6.31,4.5,3.67,3.5,4.33
155,155,Carris,2020,Guarda,Contract,Early Career,Engineering,Medical Sales Representative,2.903444812971175,5,7,3.0,4,3.0,2.0,4,3.0,5,0.0,2.0,8,4.0,6,3.99,1,0,0,3.0,Other,Other,1,1,1,17049.41,4.97,3.5,3.0,2.5,6.0
156,156,Biotecnol,2016,Açores,Temporary,Senior-Level,Sales,QA Engineer,1.944302564587487,5,6,4.0,4,3.0,4.0,4,2.0,4,4.0,3.0,6,3.0,4,3.91,2,1,0,1.0,Heterosexual,Female,1,0,2,21597.62,4.31,4.0,3.67,3.25,4.33
157,157,Ciberbit,2013,Vila Real,Contract,Executive,Tech,Medical Social Worker,2.048557410444331,5,6,3.0,7,3.0,4.0,4,4.0,5,1.0,0.0,5,2.0,7,4.04,1,1,1,4.0,Heterosexual,Male,1,1,0,27628.33,4.35,5.0,3.67,2.5,4.67
158,158,Cofina,2020,Açores,Internship,Mid-Level,Production,Medical Office Assistant,3.186814990245374,7,7,3.0,7,2.0,3.0,7,4.0,6,4.0,3.0,7,3.0,7,4.93,0,1,0,2.0,Other,Female,1,1,1,25908.77,5.73,5.0,4.0,4.25,5.67
159,159,Sonae Indústria,2000,Coimbra,Internship,Executive,Product,Contract Manager,0.0,9,8,4.0,3,4.0,3.0,5,4.0,5,2.0,2.0,5,4.0,4,4.15,2,1,1,3.0,Heterosexual,Male,1,1,1,13530.29,5.67,3.5,4.0,3.25,4.33
160,160,Move Interactive,2001,Santarém,Part-time,Early Career,Operations,Controls Technician,4.023386262490969,4,9,3.0,7,2.0,3.0,7,5.0,4,3.0,2.0,5,3.0,5,4.5,0,0,1,0.0,Heterosexual,Male,0,0,1,23714.46,5.67,5.0,4.0,3.5,4.33
161,161,Critical Software,2020,Santarém,Temporary,Mid-Level,Customer Service,Dog Groomer,3.8171723675287086,6,4,3.0,7,3.0,3.0,5,3.0,7,3.0,2.0,5,4.0,7,4.47,0,1,0,4.0,Heterosexual,Female,1,1,0,6141.79,4.61,5.0,3.67,3.75,5.33
162,162,Grupo José de Mello,2020,Porto,Other,Early Career,Human Resources,Finance Manager,3.029158088830968,7,7,4.0,6,4.0,3.0,7,4.0,9,5.0,5.0,4,3.0,6,5.09,1,0,1,2.0,Gay/Lesbian,Female,0,1,2,16889.1,5.68,5.0,4.67,5.75,4.33
163,163,Redes Energéticas Nacionais (REN),2020,Lisboa,Temporary,Mid-Level,Operations,Dog Trainer,3.3140037354003917,5,6,4.0,6,2.0,2.0,8,2.0,8,3.0,2.0,6,3.0,11,4.84,2,0,1,4.0,Heterosexual,Male,1,1,0,9652.12,4.77,5.0,4.0,3.75,6.67
164,164,TIMWE,2019,Évora,Temporary,Executive,Legal,Medical Technologist,1.7020495880688424,6,4,3.0,4,3.0,4.0,5,4.0,9,2.0,2.0,5,3.0,8,4.2,1,1,1,2.0,Bisexual,Female,1,0,2,15010.55,3.9,3.5,4.0,4.25,5.33
165,165,Caixa Geral de Depósitos,2013,Porto,Internship,Executive,Research & Development,Kitchen Manager,2.050663574223723,6,10,3.0,7,3.0,4.0,8,3.0,4,3.0,3.0,5,3.0,6,4.79,1,0,0,2.0,Bisexual,Female,0,0,0,18097.6,6.02,5.0,5.0,3.25,4.67
166,166,Tranquilidade,2014,Braga,Internship,Early Career,Sales,Teacher Assistant,4.3365961544720975,7,5,3.0,6,2.0,2.0,5,4.0,5,4.0,3.0,10,4.0,5,4.66,0,1,0,2.0,Gay/Lesbian,Male,1,0,2,13830.81,5.45,4.5,3.0,4.0,6.33
167,167,Critical Software,2020,Évora,Full-time,Executive,Management,Child Care Worker,3.4011959455489196,5,5,3.0,7,3.0,3.0,4,2.0,4,2.0,2.0,6,4.0,4,3.99,0,1,1,3.0,Bisexual,Female,1,1,1,9923.44,4.47,5.0,3.33,2.5,4.67
168,168,Sovena Group,2020,Bragança,Internship,Senior-Level,Design,Copywriter,0.0,5,6,2.0,6,4.0,2.0,5,2.0,4,4.0,4.0,3,4.0,7,3.9,2,0,0,4.0,Heterosexual,Male,0,0,1,4707.29,3.67,4.0,3.67,3.5,4.67
169,169,Simoldes,2020,Aveiro,Temporary,Mid-Level,Business Development,Electrician,3.7999462051720356,6,6,5.0,7,3.0,3.0,8,3.0,5,3.0,3.0,5,4.0,4,4.75,0,1,1,4.0,Heterosexual,Female,1,1,1,26098.73,5.27,6.0,4.67,3.5,4.33
170,170,Cofina,2014,Santarém,Part-time,Mid-Level,Production,Service Associate,2.103487926641715,6,5,4.0,5,4.0,4.0,7,5.0,7,2.0,3.0,7,3.0,7,4.76,2,0,0,4.0,Heterosexual,Male,0,0,1,16479.41,4.37,4.5,5.0,4.25,5.67
171,171,Conservas Ramirez,2002,Porto,Temporary,Mid-Level,Business Intelligence,Business Developer,4.089302863226231,5,6,2.0,6,3.0,5.0,6,2.0,7,3.0,3.0,6,3.0,8,4.62,1,1,0,1.0,Gay/Lesbian,Male,1,1,1,23595.75,5.03,4.0,4.67,3.75,5.67
172,172,Jerónimo Martins,2020,Beja,Contract,Executive,Design,Home Health Aide,3.031724283196579,8,4,3.0,4,4.0,2.0,7,2.0,10,4.0,4.0,7,5.0,4,4.63,0,1,1,3.0,Heterosexual,Female,0,0,1,27586.52,5.01,3.5,4.33,5.0,5.33
173,173,Continente,2008,Guarda,Internship,Senior-Level,Other,Medical Director,2.456085585296006,6,6,3.0,5,3.0,5.0,7,3.0,8,3.0,1.0,9,3.0,3,4.51,2,0,1,3.0,Heterosexual,Female,1,0,1,23862.42,4.82,4.0,5.0,3.75,5.0
174,174,Tupam editores,2020,Viseu,Other,Executive,Business Development,Research Analyst,3.873101204462878,5,7,4.0,9,3.0,2.0,6,2.0,6,3.0,3.0,6,5.0,8,5.06,1,0,0,2.0,Heterosexual,Female,0,1,1,15359.12,5.29,6.5,3.67,3.5,6.33
175,175,Glintt,2020,Évora,Part-time,Senior-Level,Operations,Business Developer,2.232528218450763,4,4,1.0,5,3.0,2.0,8,1.0,7,3.0,2.0,8,3.0,4,3.8,1,0,0,4.0,Heterosexual,Female,0,1,1,18293.92,3.41,3.0,4.33,3.25,5.0
176,176,Bial,2020,Madeira,Contract,Mid-Level,Legal,Roofer,2.7412941349830295,10,10,3.0,4,3.0,2.0,6,2.0,6,1.0,3.0,6,3.0,7,4.62,2,0,1,2.0,Bisexual,Female,1,1,1,9543.08,7.58,3.5,3.67,3.0,5.33
177,177,Novabase,2000,Beja,Temporary,Early Career,Sales,Engagement Manager,2.0533706114887464,5,7,4.0,4,4.0,3.0,6,2.0,7,2.0,3.0,6,1.0,6,4.17,0,1,0,4.0,Heterosexual,Female,1,1,2,19843.99,4.68,4.0,4.33,3.5,4.33
178,178,Biotecnol,2018,Setúbal,Part-time,Mid-Level,Operations,Order Selector,3.6891401756817164,4,7,3.0,5,3.0,3.0,6,4.0,8,3.0,2.0,11,5.0,7,4.96,0,1,0,3.0,Other,Male,0,0,1,21201.73,4.9,4.0,4.0,4.25,7.67
179,179,Banco Comercial Português,2020,Leiria,Internship,Executive,Research & Development,Esthetician,4.932502368855061,6,5,3.0,6,3.0,4.0,5,4.0,7,1.0,2.0,4,3.0,6,4.33,1,1,1,3.0,Gay/Lesbian,Female,1,1,0,15130.19,5.31,4.5,4.0,3.5,4.33
180,180,Vista Alegre,2007,Setúbal,Other,Senior-Level,Production,Production Worker,2.6502156445429748,7,6,4.0,9,2.0,2.0,10,2.0,3,3.0,3.0,6,4.0,9,5.09,0,0,1,4.0,Bisexual,Female,1,0,2,16699.65,5.22,6.5,4.67,2.75,6.33
181,181,Ironhack,2020,Setúbal,Other,Early Career,Business Development,Sales Consultant,1.8970720213576266,7,6,4.0,5,2.0,2.0,4,3.0,7,4.0,2.0,8,3.0,7,4.43,2,1,0,2.0,Other,Male,0,1,1,25575.16,4.97,4.5,2.67,4.0,6.0
182,182,Ambar – Ideas on Paper S.A.,2009,Leiria,Full-time,Early Career,Production,Biologist,4.289632235936453,8,4,2.0,7,4.0,5.0,5,3.0,8,2.0,2.0,5,3.0,9,4.8,2,1,0,2.0,Heterosexual,Other,1,0,0,18417.35,5.43,4.5,4.67,3.75,5.67
